instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts
all-meshes-CVIU11-pattern3-target295 106327 1000001 1000001 35789
all-meshes-CVIU11-pattern3-target296 1000000 1000000 1000000 1000086
all-meshes-CVIU11-pattern3-target297 1000000 1000001 1000002 1000040
all-meshes-CVIU11-pattern3-target298 1000000 1000000 1000001 1000020
all-meshes-CVIU11-pattern3-target299 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target3 1000000 1000000 1000000 1000024
all-meshes-CVIU11-pattern3-target30 1000000 1000000 1000001 1000198
all-meshes-CVIU11-pattern3-target300 1000000 1000000 1000001 1000013
all-meshes-CVIU11-pattern3-target303 1000000 1000000 1000001 1000066
all-meshes-CVIU11-pattern3-target304 1000000 1000000 1000000 1000049
all-meshes-CVIU11-pattern3-target305 1000000 1000000 1000000 1000096
all-meshes-CVIU11-pattern3-target306 1000000 1000005 1000008 75692
all-meshes-CVIU11-pattern3-target307 1000000 1000000 1000000 1000048
all-meshes-CVIU11-pattern3-target308 895352 1000004 1000008 100827
all-meshes-CVIU11-pattern3-target309 1000000 1000000 1000001 1000024
all-meshes-CVIU11-pattern3-target31 1000000 1000000 1000001 1000735
all-meshes-CVIU11-pattern3-target310 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern3-target311 21302 1000006 1000005 126875
all-meshes-CVIU11-pattern3-target312 1000000 1000000 1000000 1000031
all-meshes-CVIU11-pattern3-target313 1000000 1000003 1000002 1000026
all-meshes-CVIU11-pattern3-target314 424991 1000000 1000008 1000017
all-meshes-CVIU11-pattern3-target315 1000000 1000000 1000000 1000066
all-meshes-CVIU11-pattern3-target316 1000000 1000000 1000000 1000020
all-meshes-CVIU11-pattern3-target317 1000000 1000000 1000000 1000031
all-meshes-CVIU11-pattern3-target318 20772 1000003 1000005 126941
all-meshes-CVIU11-pattern3-target319 1000000 1000000 1000000 1000023
all-meshes-CVIU11-pattern3-target32 1000000 1000000 1000001 1000576
all-meshes-CVIU11-pattern3-target320 1000000 1000000 1000000 1000013
all-meshes-CVIU11-pattern3-target321 202761 143329 212915 87876
all-meshes-CVIU11-pattern3-target322 1000001 1000003 1000008 54603
all-meshes-CVIU11-pattern3-target323 115777 1000000 1000000 1000219
all-meshes-CVIU11-pattern3-target324 1000000 1000000 1000000 1000013
all-meshes-CVIU11-pattern3-target325 1000000 1000000 1000000 1000011
all-meshes-CVIU11-pattern3-target326 4918 1000002 1000001 150910
all-meshes-CVIU11-pattern3-target327 1000000 1000001 1000002 1000076
all-meshes-CVIU11-pattern3-target328 81925 1000001 1000001 1000033
all-meshes-CVIU11-pattern3-target329 82005 1000001 1000003 451375
all-meshes-CVIU11-pattern3-target33 1000000 1000000 1000001 1000021
all-meshes-CVIU11-pattern3-target330 1000000 1000000 1000000 1000018
all-meshes-CVIU11-pattern3-target331 1000001 1000004 1000009 1000061
all-meshes-CVIU11-pattern3-target332 1000000 1000000 1000001 1000069
all-meshes-CVIU11-pattern3-target333 138545 1000002 1000002 1000026
all-meshes-CVIU11-pattern3-target334 1000000 1000000 1000001 1000032
all-meshes-CVIU11-pattern3-target335 1000000 1000000 1000000 1000122
all-meshes-CVIU11-pattern3-target336 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target337 1000000 1000000 1000000 1000002
all-meshes-CVIU11-pattern3-target338 1000000 1000000 1000000 1000147
all-meshes-CVIU11-pattern3-target339 1000000 1000000 1000000 1000017
all-meshes-CVIU11-pattern3-target34 1000001 1000004 1000003 1000023
all-meshes-CVIU11-pattern3-target340 1000000 1000000 1000001 1000009
all-meshes-CVIU11-pattern3-target341 1000000 1000000 1000000 1000027
all-meshes-CVIU11-pattern3-target342 1000000 1000002 1000002 1000046
all-meshes-CVIU11-pattern3-target343 1000001 1000007 1000004 58218
all-meshes-CVIU11-pattern3-target344 114487 1000000 1000000 1000024
all-meshes-CVIU11-pattern3-target345 1000000 1000000 1000000 1000065
all-meshes-CVIU11-pattern3-target346 76903 1000000 1000000 1000020
all-meshes-CVIU11-pattern3-target347 1000000 1000000 1000000 1000040
all-meshes-CVIU11-pattern3-target348 1000000 1000000 1000000 1000021
all-meshes-CVIU11-pattern3-target349 1000000 1000000 1000000 1000041
all-meshes-CVIU11-pattern3-target35 1000000 1000000 1000000 1000110
all-meshes-CVIU11-pattern3-target350 1000000 1000000 1000001 1000245
all-meshes-CVIU11-pattern3-target351 1000000 1000000 1000000 1000059
all-meshes-CVIU11-pattern3-target352 45756 1000000 1000000 1000191
all-meshes-CVIU11-pattern3-target353 1000000 1000002 1000004 1000021
all-meshes-CVIU11-pattern3-target354 1000000 1000000 1000000 1000029
all-meshes-CVIU11-pattern3-target356 1000000 1000000 1000000 1000021
all-meshes-CVIU11-pattern3-target357 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target358 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target359 1000000 1000000 1000000 1000131
all-meshes-CVIU11-pattern3-target36 1000000 1000001 1000003 1000016
all-meshes-CVIU11-pattern3-target360 1000001 1000000 1000002 1000045
all-meshes-CVIU11-pattern3-target361 1000000 1000000 1000001 1000103
all-meshes-CVIU11-pattern3-target362 182536 1000000 1000000 179315
all-meshes-CVIU11-pattern3-target363 1000000 1000000 1000000 1000023
all-meshes-CVIU11-pattern3-target364 1000000 1000000 1000000 1000149
all-meshes-CVIU11-pattern3-target365 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target366 1000001 1000000 1000003 1000510
all-meshes-CVIU11-pattern3-target367 1000000 1000000 1000001 1000022
all-meshes-CVIU11-pattern3-target368 1000000 1000001 1000001 1000007
all-meshes-CVIU11-pattern3-target369 1000000 1000000 1000002 1000360
all-meshes-CVIU11-pattern3-target37 1000000 1000000 1000000 1000005
all-meshes-CVIU11-pattern3-target370 1000000 1000000 1000002 1000201
all-meshes-CVIU11-pattern3-target378 1000000 1000001 1000002 1000102
all-meshes-CVIU11-pattern3-target379 1000000 1000000 1000001 1000184
all-meshes-CVIU11-pattern3-target38 1000000 1000001 1000003 1000011
all-meshes-CVIU11-pattern3-target380 1000000 1000001 1000003 1000009
all-meshes-CVIU11-pattern3-target381 1000000 1000000 1000000 1000019
all-meshes-CVIU11-pattern3-target382 1000001 1000002 1000007 1000062
all-meshes-CVIU11-pattern3-target383 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target384 1000000 1000001 1000002 1000016
all-meshes-CVIU11-pattern3-target385 1000001 1000002 1000005 1000031
all-meshes-CVIU11-pattern3-target386 1000000 1000000 1000000 1000139
all-meshes-CVIU11-pattern3-target387 1000000 1000000 1000001 1000020
all-meshes-CVIU11-pattern3-target388 1000000 1000002 1000004 1000026
all-meshes-CVIU11-pattern3-target389 1000000 1000000 1000002 1000020
all-meshes-CVIU11-pattern3-target39 1000000 1000000 1000000 1000027
all-meshes-CVIU11-pattern3-target390 1000001 1000001 1000003 531844
all-meshes-CVIU11-pattern3-target391 1000001 1000004 1000014 1000028
all-meshes-CVIU11-pattern3-target392 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target393 1000000 1000000 1000000 1000029
all-meshes-CVIU11-pattern3-target394 1000000 1000000 1000000 1000047
all-meshes-CVIU11-pattern3-target395 1000000 1000001 1000003 1000020
all-meshes-CVIU11-pattern3-target396 1000000 1000000 1000000 1000013
all-meshes-CVIU11-pattern3-target397 1000000 1000002 1000001 1000253
all-meshes-CVIU11-pattern3-target398 1000001 1000006 1000008 1000032
all-meshes-CVIU11-pattern3-target399 1000000 1000000 1000000 1000025
all-meshes-CVIU11-pattern3-target4 1000000 1000000 1000000 1000029
all-meshes-CVIU11-pattern3-target40 1000000 1000000 1000001 1000082
all-meshes-CVIU11-pattern3-target400 1000000 1000000 1000000 1000003
all-meshes-CVIU11-pattern3-target401 316849 1000001 1000001 1000086
all-meshes-CVIU11-pattern3-target402 1000000 1000000 1000000 1000045
all-meshes-CVIU11-pattern3-target403 1000000 1000000 1000000 1000365
all-meshes-CVIU11-pattern3-target404 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target405 48454 1000002 1000003 560610
all-meshes-CVIU11-pattern3-target406 1000000 1000000 1000001 8341
all-meshes-CVIU11-pattern3-target407 1000000 1000000 1000000 1000034
all-meshes-CVIU11-pattern3-target408 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target409 1000000 1000000 1000000 1000016
all-meshes-CVIU11-pattern3-target41 1000000 1000001 1000002 231901
all-meshes-CVIU11-pattern3-target410 1000000 1000000 1000000 1000024
all-meshes-CVIU11-pattern3-target411 1000000 1000000 1000001 1000018
all-meshes-CVIU11-pattern3-target412 1000000 1000000 1000000 1000034
all-meshes-CVIU11-pattern3-target413 1000000 1000000 1000000 1000058
all-meshes-CVIU11-pattern3-target414 1000000 1000000 1000000 87321
all-meshes-CVIU11-pattern3-target415 1000000 1000001 1000001 3713
all-meshes-CVIU11-pattern3-target416 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target417 1000000 1000000 1000000 1000010
all-meshes-CVIU11-pattern3-target418 1000000 1000000 1000000 1000016
all-meshes-CVIU11-pattern3-target419 1000000 67750 70309 3792
all-meshes-CVIU11-pattern3-target42 1000000 1000000 1000000 1000167
all-meshes-CVIU11-pattern3-target420 1000001 1000002 1000005 478844
all-meshes-CVIU11-pattern3-target421 1000000 71875 73061 6224
all-meshes-CVIU11-pattern3-target422 1000000 1000000 1000000 1000016
all-meshes-CVIU11-pattern3-target423 1000000 1000000 1000000 1000023
all-meshes-CVIU11-pattern3-target424 1000000 1000000 1000002 1000015
all-meshes-CVIU11-pattern3-target425 1000000 1000000 1000000 1000017
all-meshes-CVIU11-pattern3-target427 1000000 1000001 1000001 1000021
all-meshes-CVIU11-pattern3-target428 1000000 1000002 1000004 1000021
all-meshes-CVIU11-pattern3-target429 1054 1000000 517598 272786
all-meshes-CVIU11-pattern3-target43 1000001 1000003 1000005 1000025
all-meshes-CVIU11-pattern3-target430 1000000 1000001 1000003 22723
all-meshes-CVIU11-pattern3-target431 1000000 1000001 1000004 1000272
all-meshes-CVIU11-pattern3-target432 1000000 1000000 1000001 1000004
all-meshes-CVIU11-pattern3-target433 1000000 1000001 1000001 1000021
all-meshes-CVIU11-pattern3-target434 1000000 1000000 1000002 1000462
all-meshes-CVIU11-pattern3-target435 1000000 1000000 1000001 1000045
all-meshes-CVIU11-pattern3-target436 1000000 1000001 1000002 1000027
all-meshes-CVIU11-pattern3-target437 1000000 1000000 1000000 1000086
all-meshes-CVIU11-pattern3-target438 1000000 1000001 1000003 16152
all-meshes-CVIU11-pattern3-target439 1000000 1000000 1000001 1000115
all-meshes-CVIU11-pattern3-target44 1000000 1000000 1000002 1000278
all-meshes-CVIU11-pattern3-target440 1000000 1000000 1000001 1000022
all-meshes-CVIU11-pattern3-target441 1000000 1000001 1000002 1000018
all-meshes-CVIU11-pattern3-target442 1000000 1000000 1000001 1000019
all-meshes-CVIU11-pattern3-target443 1000000 1000000 1000001 1000339
all-meshes-CVIU11-pattern3-target444 1000000 1000001 1000003 821777
all-meshes-CVIU11-pattern3-target446 1000000 1000002 1000002 1000026
all-meshes-CVIU11-pattern3-target447 1000001 1000002 1000004 1000020
all-meshes-CVIU11-pattern3-target448 1000000 1000001 1000003 1000022
all-meshes-CVIU11-pattern3-target449 1000000 1000002 1000003 1000026
all-meshes-CVIU11-pattern3-target45 1000000 1000001 1000001 1000027
all-meshes-CVIU11-pattern3-target450 1000000 1000000 1000002 1000287
all-meshes-CVIU11-pattern3-target451 1000000 1000000 1000001 1000033
all-meshes-CVIU11-pattern3-target452 1000001 1000004 1000007 1000031
all-meshes-CVIU11-pattern3-target453 1000000 1000000 1000001 1000179
all-meshes-CVIU11-pattern3-target454 1000000 1000004 1000005 1000031
all-meshes-CVIU11-pattern3-target455 1000000 1000000 1000000 1000121
all-meshes-CVIU11-pattern3-target456 1000000 1000000 1000006 1000018
all-meshes-CVIU11-pattern3-target457 1000000 1000000 1000001 1000009
all-meshes-CVIU11-pattern3-target458 1000000 1000001 1000002 1000018
all-meshes-CVIU11-pattern3-target459 1000000 1000003 1000005 1000021
all-meshes-CVIU11-pattern3-target46 1000000 1000000 1000000 1000022
all-meshes-CVIU11-pattern3-target460 60520 1000000 1000000 1000129
all-meshes-CVIU11-pattern3-target461 1000001 1000003 1000008 1000019
all-meshes-CVIU11-pattern3-target462 1000000 1000000 1000000 1000053
all-meshes-CVIU11-pattern3-target463 1000000 1000000 1000000 1000124
all-meshes-CVIU11-pattern3-target464 1000001 1000006 1000005 1000039
all-meshes-CVIU11-pattern3-target465 1000000 1000001 1000002 1000022
all-meshes-CVIU11-pattern3-target466 1000000 1000000 1000000 1000002
all-meshes-CVIU11-pattern3-target467 1000001 1000000 1000005 1000128
all-meshes-CVIU11-pattern3-target468 1000000 1000000 1000001 107576
all-meshes-CVIU11-pattern3-target469 1000000 1000001 1000003 1000388
all-meshes-CVIU11-pattern3-target47 1000000 1000000 1000000 1000048
all-meshes-CVIU11-pattern3-target470 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target471 1000000 1000002 1000004 1000024
all-meshes-CVIU11-pattern3-target472 1000000 1000000 1000000 1000158
all-meshes-CVIU11-pattern3-target473 1000000 1000000 1000001 1000323
all-meshes-CVIU11-pattern3-target474 1000000 1000002 1000002 188945
all-meshes-CVIU11-pattern3-target475 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target476 1000000 1000002 1000004 1000017
all-meshes-CVIU11-pattern3-target477 1000000 1000000 1000000 1000021
all-meshes-CVIU11-pattern3-target478 1000000 1000000 108417 14612
all-meshes-CVIU11-pattern3-target479 1000001 1000003 1000006 1000024
all-meshes-CVIU11-pattern3-target48 1000000 1000003 1000002 192226
all-meshes-CVIU11-pattern3-target481 1000000 1000001 1000003 1000049
all-meshes-CVIU11-pattern3-target482 1000000 1000000 1000000 1000013
all-meshes-CVIU11-pattern3-target483 1000000 1000002 1000005 1000021
all-meshes-CVIU11-pattern3-target484 2939 1000003 602133 21652
all-meshes-CVIU11-pattern3-target485 1000000 1000000 1000000 1000019
all-meshes-CVIU11-pattern3-target486 1000000 1000000 1000000 1000021
all-meshes-CVIU11-pattern3-target487 1000001 1000002 1000005 1000018
all-meshes-CVIU11-pattern3-target488 1000000 1000002 1000004 1000013
all-meshes-CVIU11-pattern3-target489 1000000 1000004 1000004 1000020
all-meshes-CVIU11-pattern3-target49 1000000 1000000 1000000 1000018
all-meshes-CVIU11-pattern3-target490 1000000 1000001 1000001 1000027
all-meshes-CVIU11-pattern3-target491 1000000 1000000 1000001 1000138
all-meshes-CVIU11-pattern3-target492 1000000 1000000 1000000 1000004
all-meshes-CVIU11-pattern3-target493 1000000 1000000 1000001 1000013
all-meshes-CVIU11-pattern3-target494 1000000 1000000 1000000 1000027
all-meshes-CVIU11-pattern3-target495 1000000 1000001 1000003 1000016
all-meshes-CVIU11-pattern3-target496 1000000 1000001 1000001 1000028
all-meshes-CVIU11-pattern3-target497 1000000 1000000 1000001 1000693
all-meshes-CVIU11-pattern3-target498 1000000 1000000 1000000 1000013
all-meshes-CVIU11-pattern3-target499 1000000 1000000 1000000 1000138
all-meshes-CVIU11-pattern3-target5 1000000 1000000 1000000 1000038
all-meshes-CVIU11-pattern3-target50 1000000 1000001 1000001 943277
all-meshes-CVIU11-pattern3-target500 1000000 1000000 1000000 1000066
all-meshes-CVIU11-pattern3-target501 1000001 1000004 1000004 1000018
all-meshes-CVIU11-pattern3-target502 1000000 1000001 1000001 28414
all-meshes-CVIU11-pattern3-target503 1000000 1000000 1000001 1000092
all-meshes-CVIU11-pattern3-target504 1000000 1000000 1000001 1000232
all-meshes-CVIU11-pattern3-target505 1000001 1000004 1000005 16181
all-meshes-CVIU11-pattern3-target506 1000000 1000000 1000000 1000006
all-meshes-CVIU11-pattern3-target507 1000000 52549 460942 188128
all-meshes-CVIU11-pattern3-target508 1000000 1000001 1000002 1000066
all-meshes-CVIU11-pattern3-target509 1000000 1000001 1000001 1000015
all-meshes-CVIU11-pattern3-target51 158756 1000000 1000001 91834
all-meshes-CVIU11-pattern3-target510 1000001 1000004 1000008 305792
all-meshes-CVIU11-pattern3-target511 1000001 1000002 1000005 1000024
all-meshes-CVIU11-pattern3-target512 1000000 1000000 1000000 1000031
all-meshes-CVIU11-pattern3-target513 1000000 1000000 1000000 1000007
all-meshes-CVIU11-pattern3-target514 1000000 1000000 1000000 1000028
all-meshes-CVIU11-pattern3-target515 1000000 1000000 1000000 1000033
all-meshes-CVIU11-pattern3-target517 1000000 1000003 1000007 1000021
all-meshes-CVIU11-pattern3-target518 1000000 1000001 1000002 925785
all-meshes-CVIU11-pattern3-target519 1000000 1000000 1000000 1000015
all-meshes-CVIU11-pattern3-target52 1000000 1000000 1000000 1000300
all-meshes-CVIU11-pattern3-target520 184138 1000006 1000004 1000026
all-meshes-CVIU11-pattern3-target521 1000000 27609 3525 7827
all-meshes-CVIU11-pattern3-target522 1000000 1000000 1000001 1000311
all-meshes-CVIU11-pattern3-target523 1000000 1000000 1000000 1000031
all-meshes-CVIU11-pattern3-target524 37741 1000000 1000001 1000023
all-meshes-CVIU11-pattern3-target525 1000000 1000002 1000003 484871
all-meshes-CVIU11-pattern3-target526 1000000 1000000 1000000 1000017
all-meshes-CVIU11-pattern3-target527 1000000 1000000 1000000 1000034
all-meshes-CVIU11-pattern3-target528 1000001 1000008 1000008 1000028
all-meshes-CVIU11-pattern3-target529 1000000 1000000 1000000 1000020
all-meshes-CVIU11-pattern3-target53 1000000 1000000 1000001 1000004
all-meshes-CVIU11-pattern3-target530 1000000 1000000 1000000 1000040
all-meshes-CVIU11-pattern3-target54 155331 1000001 1000001 1000022
all-meshes-CVIU11-pattern3-target55 1000000 1000001 1000002 1000024
all-meshes-CVIU11-pattern3-target56 1000000 1000000 1000000 1000012
all-meshes-CVIU11-pattern3-target57 1000001 1000005 1000004 1000024
all-meshes-CVIU11-pattern3-target58 1000000 1000000 1000000 1000039
all-meshes-CVIU11-pattern3-target59 1000000 1000001 1000001 14351
all-meshes-CVIU11-pattern3-target6 1000000 1000001 1000001 1000024
all-meshes-CVIU11-pattern3-target60 1000000 1000001 1000001 1000023
all-meshes-CVIU11-pattern3-target61 1000000 1000000 1000000 566161
all-meshes-CVIU11-pattern3-target62 1000000 1000000 1000001 1000020
all-meshes-CVIU11-pattern3-target63 1000000 1000001 1000001 170098
all-meshes-CVIU11-pattern3-target64 1000000 1000000 1000000 518301
all-meshes-CVIU11-pattern3-target65 1000001 1000001 1000005 1000291
all-meshes-CVIU11-pattern3-target66 1000000 1000002 1000004 50277
all-meshes-CVIU11-pattern3-target67 1000000 1000000 1000000 1000080
all-meshes-CVIU11-pattern3-target68 1000001 1000003 1000005 1000021
all-meshes-CVIU11-pattern3-target69 1000000 1000000 1000000 1000014
all-meshes-CVIU11-pattern3-target7 1000000 1000000 1000000 1000027
all-meshes-CVIU11-pattern3-target70 1000001 1000003 1000005 1000024
all-meshes-CVIU11-pattern3-target72 1000000 1000002 1000001 1000030
